2017-02-28,和平紀念日,2,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整二月二十七日為放假日，並於二月十八日補行上班一日。
2017-03-04,,2,星期六、星期日,
2017-03-05,,2,星期六、星期日,
2017-03-11,,2,星期六、星期日,
2017-03-12,,2,星期六、星期日,
2017-03-18,,2,星期六、星期日,
2017-03-19,,2,星期六、星期日,
2017-03-25,,2,星期六、星期日,
2017-03-26,,2,星期六、星期日,
2017-04-01,,2,星期六、星期日,
2017-04-02,,2,星期六、星期日,
2017-04-03,,2,放假之紀念日及節日,全國各機關學校放假一日。
2017-04-04,兒童節、民族掃墓節（清明節）,2,放假之紀念日及節日,全國各機關學校放假一日(兒童節與民族掃墓節同一日時，於前一日即四月三日放假)。
2017-04-08,,2,星期六、星期日,
2017-04-09,,2,星期六、星期日,
2017-04-15,,2,星期六、星期日,
2017-04-16,,2,星期六、星期日,
2017-04-22,,2,星期六、星期日,
2017-04-23,,2,星期六、星期日,
2017-04-29,,2,星期六、星期日,
2017-04-30,,2,星期六、星期日,
2017-05-01,勞動節,2,特定節日,勞工放假一日。
2017-05-06,,2,星期六、星期日,
2017-05-07,,2,星期六、星期日,
2017-05-13,,2,星期六、星期日,
2017-05-14,,2,星期六、星期日,
2017-05-20,,2,星期六、星期日,
2017-05-21,,2,星期六、星期日,
2017-05-27,,2,星期六、星期日,
2017-05-28,,2,星期六、星期日,
2017-05-29,,2,調整放假日,
2017-05-30,端午節,2,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整五月二十九日為放假日，並於六月三日補行上班一日。
2017-06-03,,0,補行上班日,
2017-06-04,,2,星期六、星期日,
2017-06-10,,2,星期六、星期日,
2017-06-11,,2,星期六、星期日,
2017-06-17,,2,星期六、星期日,
2017-06-18,,2,星期六、星期日,
2017-06-24,,2,星期六、星期日,
2017-06-25,,2,星期六、星期日,
2017-07-01,,2,星期六、星期日,
2017-07-02,,2,星期六、星期日,
2017-07-08,,2,星期六、星期日,
2017-07-09,,2,星期六、星期日,
2017-07-15,,2,星期六、星期日,
2017-07-16,,2,星期六、星期日,
2017-07-22,,2,星期六、星期日,
2017-07-23,,2,星期六、星期日,
2017-07-29,,2,星期六、星期日,
2017-07-30,,2,星期六、星期日,
2017-08-05,,2,星期六、星期日,
2017-08-06,,2,星期六、星期日,
2017-08-12,,2,星期六、星期日,
2017-08-13,,2,星期六、星期日,
2017-08-19,,2,星期六、星期日,
2017-08-20,,2,星期六、星期日,
2017-08-26,,2,星期六、星期日,
2017-08-27,,2,星期六、星期日,
2017-09-02,,2,星期六、星期日,
2017-09-03,軍人節,2,特定節日,軍人依國防部規定辦理。
2017-09-09,,2,星期六、星期日,
2017-09-10,,2,星期六、星期日,
2017-09-16,,2,星期六、星期日,
2017-09-17,,2,星期六、星期日,
2017-09-23,,2,星期六、星期日,
2017-09-24,,2,星期六、星期日,
2017-09-30,,0,補行上班日,
2017-10-01,,2,星期六、星期日,
2017-10-04,中秋節,2,放假之紀念日及節日,全國各機關學校放假一日。
2017-10-07,,2,星期六、星期日,
2017-10-08,,2,星期六、星期日,
2017-10-09,,2,調整放假日,
2017-10-10,國慶日,2,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整十月九日為放假日，並於九月三十日補行上班一日。
2017-10-14,,2,星期六、星期日,
2017-10-15,,2,星期六、星期日,
2017-10-21,,2,星期六、星期日,
2017-10-22,,2,星期六、星期日,
2017-10-28,,2,星期六、星期日,
2017-10-29,,2,星期六、星期日,
2017-11-04,,2,星期六、星期日,
2017-11-05,,2,星期六、星期日,
2017-11-11,,2,星期六、星期日,
2017-11-12,,2,星期六、星期日,
2017-11-18,,2,星期六、星期日,
2017-11-19,,2,星期六、星期日,
2017-11-25,,2,星期六、星期日,
2017-11-26,,2,星期六、星期日,
2017-12-02,,2,星期六、星期日,
2017-12-03,,2,星期六、星期日,
2017-12-09,,2,星期六、星期日,
2017-12-10,,2,星期六、星期日,
2017-12-16,,2,星期六、星期日,
2017-12-17,,2,星期六、星期日,
2017-12-23,,2,星期六、星期日,
2017-12-24,,2,星期六、星期日,
2017-12-30,,2,星期六、星期日,
2017-12-31,,2,星期六、星期日,
2018-01-01,中華民國開國紀念日,2,放假之紀念日及節日,全國各機關學校放假一日
2018-01-06,,2,星期六、星期日,
2018-01-07,,2,星期六、星期日,
2018-01-13,,2,星期六、星期日,
2018-01-14,,2,星期六、星期日,
2018-01-20,,2,星期六、星期日,
2018-01-21,,2,星期六、星期日,
2018-01-27,,2,星期六、星期日,
2018-01-28,,2,星期六、星期日,
2018-02-03,,2,星期六、星期日,
2018-02-04,,2,星期六、星期日,
2018-02-10,,2,星期六、星期日,
2018-02-11,,2,星期六、星期日,
2018-02-15,農曆除夕,2,放假之紀念日及節日,全國各機關學校放假一日。
